"Age","dx","qx"
0,483.430379144413,0.00483430372113998
1,29.5885726581204,0.000297348168939708
2,18.9861574954154,0.000190859225892884
3,15.3751875625818,0.00015459055823679
4,11.7239856460568,0.000117898398962542
5,10.9212058574997,0.000109839024446491
6,9.75212554839988,0.0000980923846027746
7,8.96834232936402,0.0000902179097251848
8,8.47070284121203,0.0000852198960794679
9,8.27024093201253,0.0000832105649147659
10,8.449389416658,0.000085020466508028
11,9.30691646457583,0.00009365754343951
12,11.0627266321977,0.000111337620456137
13,13.8631157449224,0.000139537659790553
14,17.5109242764318,0.00017628014298567
15,21.8405002360277,0.000219906178005836
16,26.2573429719111,0.000264438923053713
17,30.7845476494833,0.000310118265788617
18,35.2566818478206,0.000355284823396799
19,39.7077988983488,0.000400287660956098
20,43.9379261111701,0.000443116121629969
21,48.7906859257611,0.000492286602651054
22,53.5076790254643,0.000540160518450648
23,57.9180943098088,0.000585017068659794
24,62.0756354106371,0.000627398656395511
25,64.8697622747648,0.000656073300545386
26,68.9245806551713,0.000697574433528987
27,73.3186497010774,0.000742602864447911
28,78.2811080476771,0.000793498212187825
29,83.7724292094235,0.000849886027260363
30,86.9387045675788,0.000882814910112646
31,92.6988885969756,0.000942228100853807
32,98.5046974918943,0.0010022870391807
33,104.23353077986,0.00106175707167974
34,109.975860104111,0.00112156983581311
35,112.380211343538,0.00114751609467385
36,118.892725835228,0.00121561428505045
37,125.366043762573,0.00128358865167045
38,131.7395595682,0.00135083256986249
39,138.375668389654,0.00142107812218693
40,140.58888736048,0.00144616242784126
41,149.019506995856,0.0015355248684702
42,158.486683799275,0.00163606429464561
43,168.984682925893,0.00174783649928585
44,180.560614778972,0.0018714585324915
45,189.60310615892,0.00196956526452984
46,203.892640471309,0.00212308208808773
47,219.222927602093,0.00228861475175816
48,235.573882296831,0.00246616958057543
49,253.334020452851,0.0026600656146106
50,266.200799926743,0.00280423107602255
51,286.859437583287,0.00303242064034064
52,310.764398902223,0.00329754724908823
53,337.987352838464,0.00360116713839793
54,367.365680594949,0.00393177840218239
55,392.010027233687,0.00421613474188892
56,421.17162647922,0.00455391010211397
57,452.899745914441,0.00492516652483105
58,488.288871297882,0.00534309715622716
59,526.787232467603,0.00580334712461606
60,555.759733544399,0.00616751927700078
61,596.562977641791,0.00667323515905597
62,635.541527576768,0.00717076373905004
63,671.834033497501,0.00765076786993329
64,707.702084824764,0.00813927375324001
65,734.126848097452,0.00853245272134864
66,778.374943329024,0.00914854169941085
67,829.567143332627,0.00986797088516801
68,890.715659631,0.010733499749457
69,957.62073868875,0.0117035777085062
70,995.097834388834,0.0123501269241942
71,1071.05829328299,0.0135185321041052
72,1153.54397232981,0.0148306245409252
73,1225.38578733195,0.0160765268827334
74,1352.67061455619,0.0181406364213879
75,1372.55741692856,0.0188700205869768
76,1488.81692661138,0.0210333676701698
77,1593.52694115551,0.0232075435724115
78,1729.75620588263,0.0260522178109926
79,1850.95670356636,0.0289513449414934
80,1815.10222756243,0.0296108993179327
81,1926.15673932313,0.0329358454846953
82,2042.55389004143,0.0368071476556873
83,2163.7083574696,0.0413520265613761
84,2283.33327716379,0.046630189921213
85,2182.74216603621,0.0480526653028615
86,2216.11469409426,0.0531134985055807
87,2282.41195244628,0.0601145099272687
88,2313.76082061845,0.0678542737064298
89,2304.38558605396,0.0763621563800237
90,2062.33481224378,0.0785021917767642
91,1970.43128980981,0.0877433788038549
92,1837.88986806096,0.0976954858682049
93,1669.68694226861,0.108328017805134
94,1473.97873702832,0.119591046335774
95,1154.03691830324,0.120224300280236
96,955.275306765562,0.131472532003276
97,763.158486847495,0.143054689363467
98,587.213193876446,0.154860313911261
99,434.39370432346,0.16676998433346
100,854.030134785534,0.494644406006811
